state,id,year,deaths,pop,rate
Wisconsin,55,2001,179,5406835,3.3
Wisconsin,55,2002,217,5445162,4
Wisconsin,55,2003,267,5479203,4.9
Wisconsin,55,2004,299,5514026,5.4
Wisconsin,55,2005,373,5546166,6.7
Wisconsin,55,2006,444,5577655,8
Wisconsin,55,2007,476,5610775,8.5
Wisconsin,55,2008,433,5640996,7.7
Wisconsin,55,2009,450,5669264,7.9
Wisconsin,55,2010,465,5686986,8.2
Wisconsin,55,2011,529,5711767,9.3
Wisconsin,55,2012,524,5726398,9.2
Wisconsin,55,2013,647,5742713,11.3
Wisconsin,55,2014,677,5757564,11.8
Wisconsin,55,2015,668,5771337,11.6
Wisconsin,55,2016,916,5778708,15.9
Wisconsin,55,2017,1019,5795483,17.6
Wyoming,56,1999,0,0,0
Wyoming,56,2000,10,493782,2.03
Wyoming,56,2001,0,0,0
Wyoming,56,2002,19,500017,3.8
Wyoming,56,2003,0,0,0
Wyoming,56,2004,17,509106,3.34
Wyoming,56,2005,11,514157,2.14
Wyoming,56,2006,16,522667,3.06
Wyoming,56,2007,30,534876,5.6
Wyoming,56,2008,51,546043,9.3
Wyoming,56,2009,36,559851,6.4
Wyoming,56,2010,50,563626,8.9
Wyoming,56,2011,48,568158,8.4
Wyoming,56,2012,47,576412,8.2
Wyoming,56,2013,54,582658,9.3
Wyoming,56,2014,57,584153,9.8
Wyoming,56,2015,48,586107,8.2
Wyoming,56,2016,53,585501,9.1
Wyoming,56,2017,51,579315,8.8
